misra1,misra2,Poetry
عزلت سے نکل شیخ کہ تیرے لیے تیار,کوئی ہفت گزی میخ کوئی دہ وجبی ہے,عزلت سے نکل شیخ کہ تیرے لیے تیار کوئی ہفت گزی میخ کوئی دہ وجبی ہے
اے چرخ نہ تو روز سیہ میرؔ پہ لانا,بیچارہ وہ اک نعرہ زن نیم شبی ہے,اے چرخ نہ تو روز سیہ میرؔ پہ لانا بیچارہ وہ اک نعرہ زن نیم شبی ہے
غیر نے ہم کو ذبح کیا نے طاقت ہے نے یارا ہے,اس کتے نے کر کے دلیری صید حرم کو مارا ہے,غیر نے ہم کو ذبح کیا نے طاقت ہے نے یارا ہے اس کتے نے کر کے دلیری صید حرم کو مارا ہے
باغ کو تجھ بن اپنے بھائیں آتش دی ہے بہاراں نے,ہر غنچہ اخگر ہے ہم کو ہر گل ایک انگارا ہے,باغ کو تجھ بن اپنے بھائیں آتش دی ہے بہاراں نے ہر غنچہ اخگر ہے ہم کو ہر گل ایک انگارا ہے
جب تجھ بن لگتا ہے تڑپنے جائے ہے نکلا ہاتھوں سے,ہے جو گرہ سینے میں اس کو دل کہیے یا پارہ ہے,جب تجھ بن لگتا ہے تڑپنے جائے ہے نکلا ہاتھوں سے ہے جو گرہ سینے میں اس کو دل کہیے یا پارہ ہے
راہ حدیث جو ٹک بھی نکلے کون سکھائے ہم کو پھر,روئے سخن پر کس کو دے وہ شوخ بڑا عیارہ ہے,راہ حدیث جو ٹک بھی نکلے کون سکھائے ہم کو پھر روئے سخن پر کس کو دے وہ شوخ بڑا عیارہ ہے
کام اس کا ہے خوں افشانی ہر دم تیری فرقت میں,چشم کو میری آ کر دیکھ اب لوہو کا فوارہ ہے,کام اس کا ہے خوں افشانی ہر دم تیری فرقت میں چشم کو میری آ کر دیکھ اب لوہو کا فوارہ ہے
بال کھلے وہ شب کو شاید بستر ناز پہ سوتا تھا,آئی نسیم صبح جو ادھر پھیلا عنبر سارا ہے,بال کھلے وہ شب کو شاید بستر ناز پہ سوتا تھا آئی نسیم صبح جو ادھر پھیلا عنبر سارا ہے
کس دن دامن کھینچ کے ان نے یار سے اپنا کام لیا,مدت گزری دیکھتے ہم کو میرؔ بھی اک ناکارہ ہے,کس دن دامن کھینچ کے ان نے یار سے اپنا کام لیا مدت گزری دیکھتے ہم کو میرؔ بھی اک ناکارہ ہے
فکر ہے ماہ کے جو شہر بدر کرنے کی,ہے سزا تجھ پہ یہ گستاخ نظر کرنے کی,فکر ہے ماہ کے جو شہر بدر کرنے کی ہے سزا تجھ پہ یہ گستاخ نظر کرنے کی
کہہ حدیث آنے کی اس کے جو کیا شادی مرگ,نامہ بر کیا چلی تھی ہم کو خبر کرنے کی,کہہ حدیث آنے کی اس کے جو کیا شادی مرگ نامہ بر کیا چلی تھی ہم کو خبر کرنے کی
کیا جلی جاتی ہے خوبی ہی میں اپنی اے شمع,کہہ پتنگے کے بھی کچھ شام و سحر کرنے کی,کیا جلی جاتی ہے خوبی ہی میں اپنی اے شمع کہہ پتنگے کے بھی کچھ شام و سحر کرنے کی
اب کے برسات ہی کے ذمے تھا عالم کا وبال,میں تو کھائی تھی قسم چشم کے تر کرنے کی,اب کے برسات ہی کے ذمے تھا عالم کا وبال میں تو کھائی تھی قسم چشم کے تر کرنے کی
پھول کچھ لیتے نہ نکلے تھے دل صد پارہ,طرز سیکھی ہے مرے ٹکڑے جگر کرنے کی,پھول کچھ لیتے نہ نکلے تھے دل صد پارہ طرز سیکھی ہے مرے ٹکڑے جگر کرنے کی
ان دنوں نکلے ہے آغشتہ بہ خوں راتوں کو,دھن ہے نالے کو کسو دل میں اثر کرنے کی,ان دنوں نکلے ہے آغشتہ بہ خوں راتوں کو دھن ہے نالے کو کسو دل میں اثر کرنے کی
عشق میں تیرے گزرتی نہیں بن سر پٹکے,صورت اک یہ رہی ہے عمر بسر کرنے کی,عشق میں تیرے گزرتی نہیں بن سر پٹکے صورت اک یہ رہی ہے عمر بسر کرنے کی
کاروانی ہے جہاں عمر عزیز اپنی میرؔ,رہ ہے درپیش سدا اس کو سفر کرنے کی,کاروانی ہے جہاں عمر عزیز اپنی میرؔ رہ ہے درپیش سدا اس کو سفر کرنے کی
طاقت نہیں ہے جی میں نے اب جگر رہا ہے,پھر دل ستم رسیدہ اک ظلم کر رہا ہے,طاقت نہیں ہے جی میں نے اب جگر رہا ہے پھر دل ستم رسیدہ اک ظلم کر رہا ہے
مارا ہے کس کو ظالم اس بے سلیقگی سے,دامن تمام تیرا لوہو میں بھر رہا ہے,مارا ہے کس کو ظالم اس بے سلیقگی سے دامن تمام تیرا لوہو میں بھر رہا ہے
پہنچا تھا تیغ کھینچے مجھ تک جو بولے دشمن,کیا مارتا ہے اس کو یہ آپھی مر رہا ہے,پہنچا تھا تیغ کھینچے مجھ تک جو بولے دشمن کیا مارتا ہے اس کو یہ آپھی مر رہا ہے
آنے کہا ہے میرے خوش قد نے رات گزرے,ہنگامۂ قیامت اب صبح پر رہا ہے,آنے کہا ہے میرے خوش قد نے رات گزرے ہنگامۂ قیامت اب صبح پر رہا ہے
چل ہم نشیں کہ دیکھیں آوارہ میرؔ کو ٹک,خانہ خراب وہ بھی آج اپنے گھر رہا ہے,چل ہم نشیں کہ دیکھیں آوارہ میرؔ کو ٹک خانہ خراب وہ بھی آج اپنے گھر رہا ہے
کب سے نظر لگی تھی دروازۂ حرم سے,پردہ اٹھا تو لڑیاں آنکھیں ہماری ہم سے,کب سے نظر لگی تھی دروازۂ حرم سے پردہ اٹھا تو لڑیاں آنکھیں ہماری ہم سے
صورت گر اجل کا کیا ہاتھ تھا کہے تو,کھینچی وہ تیغ ابرو فولاد کے قلم سے,صورت گر اجل کا کیا ہاتھ تھا کہے تو کھینچی وہ تیغ ابرو فولاد کے قلم سے
سوزش گئی نہ دل کی رونے سے روز و شب کے,جلتا ہوں اور دریا بہتے ہیں چشم نم سے,سوزش گئی نہ دل کی رونے سے روز و شب کے جلتا ہوں اور دریا بہتے ہیں چشم نم سے
طاعت کا وقت گزرا مستی میں آب رز کی,اب چشم داشت اس کے یاں ہے فقط کرم سے,طاعت کا وقت گزرا مستی میں آب رز کی اب چشم داشت اس کے یاں ہے فقط کرم سے
کڑھیے نہ روئیے تو اوقات کیونکے گزرے,رہتا ہے مشغلہ سا بارے غم و الم سے,کڑھیے نہ روئیے تو اوقات کیونکے گزرے رہتا ہے مشغلہ سا بارے غم و الم سے
مشہور ہے سماجت میری کہ تیغ برسی,پر میں نہ سر اٹھایا ہرگز ترے قدم سے,مشہور ہے سماجت میری کہ تیغ برسی پر میں نہ سر اٹھایا ہرگز ترے قدم سے
بات احتیاط سے کر ضائع نہ کر نفس کو,بالیدگی دل ہے مانند شیشہ دم سے,بات احتیاط سے کر ضائع نہ کر نفس کو بالیدگی دل ہے مانند شیشہ دم سے
کیا کیا تعب اٹھائے کیا کیا عذاب دیکھے,تب دل ہوا ہے اتنا خوگر ترے ستم سے,کیا کیا تعب اٹھائے کیا کیا عذاب دیکھے تب دل ہوا ہے اتنا خوگر ترے ستم سے
ہستی میں ہم نے آ کر آسودگی نہ دیکھی,کھلتیں نہ کاش آنکھیں خواب خوش عدم سے,ہستی میں ہم نے آ کر آسودگی نہ دیکھی کھلتیں نہ کاش آنکھیں خواب خوش عدم سے
پامال کر کے ہم کو پچھتاؤ گے بہت تم,کم یاب ہیں جہاں میں سر دینے والے ہم سے,پامال کر کے ہم کو پچھتاؤ گے بہت تم کم یاب ہیں جہاں میں سر دینے والے ہم سے
دل دو ہو میرؔ صاحب اس بد معاش کو تم,خاطر تو جمع کر لو ٹک قول سے قسم سے,دل دو ہو میرؔ صاحب اس بد معاش کو تم خاطر تو جمع کر لو ٹک قول سے قسم سے
گئی چھاؤں اس تیغ کی سر سے جب کی,جلے دھوپ میں یاں تلک ہم کہ تب کی,گئی چھاؤں اس تیغ کی سر سے جب کی جلے دھوپ میں یاں تلک ہم کہ تب کی
پڑی خرمن گل پہ بجلی سی آخر,مرے خوش نگہ کی نگاہ اک غضب کی,پڑی خرمن گل پہ بجلی سی آخر مرے خوش نگہ کی نگاہ اک غضب کی
کوئی بات نکلے ہے دشوار منہ سے,ٹک اک تو بھی تو سن کسی جاں بہ لب کی,کوئی بات نکلے ہے دشوار منہ سے ٹک اک تو بھی تو سن کسی جاں بہ لب کی
تو شملہ جو رکھتا ہے خر ہے وگرنہ,ضرورت ہے کیا شیخ دم اک وجب کی,تو شملہ جو رکھتا ہے خر ہے وگرنہ ضرورت ہے کیا شیخ دم اک وجب کی
یکایک بھی آ سر پہ واماندگاں کے,بہت دیکھتے ہیں تری راہ کب کی,یکایک بھی آ سر پہ واماندگاں کے بہت دیکھتے ہیں تری راہ کب کی
دماغ و جگر دل مخالف ہوئے ہیں,ہوئی متفق اب ادھر رائے سب کی,دماغ و جگر دل مخالف ہوئے ہیں ہوئی متفق اب ادھر رائے سب کی
تجھے کیونکے ڈھونڈوں کہ سوتے ہی گزری,تری راہ میں اپنے پیے طلب کی,تجھے کیونکے ڈھونڈوں کہ سوتے ہی گزری تری راہ میں اپنے پیے طلب کی
دل عرش سے گزرے ہے ضعف میں بھی,یہ زور آوری دیکھو زاری شب کی,دل عرش سے گزرے ہے ضعف میں بھی یہ زور آوری دیکھو زاری شب کی
عجب کچھ ہے گر میرؔ آوے میسر,گلابی شراب اور غزل اپنے ڈھب کی,عجب کچھ ہے گر میرؔ آوے میسر گلابی شراب اور غزل اپنے ڈھب کی
طاقت نہیں ہے دل میں نے جی بجا رہا ہے,کیا ناز کر رہے ہو اب ہم میں کیا رہا ہے,طاقت نہیں ہے دل میں نے جی بجا رہا ہے کیا ناز کر رہے ہو اب ہم میں کیا رہا ہے
جیب اور آستیں سے رونے کا کام گزرا,سارا نچوڑ اب تو دامن پر آ رہا ہے,جیب اور آستیں سے رونے کا کام گزرا سارا نچوڑ اب تو دامن پر آ رہا ہے
اب چیت گر نہیں کچھ تازہ ہوا ہوں بیکل,آیا ہوں جب بہ خود میں جی اس میں جا رہا ہے,اب چیت گر نہیں کچھ تازہ ہوا ہوں بیکل آیا ہوں جب بہ خود میں جی اس میں جا رہا ہے
کاہے کا پاس اب تو رسوائی دور پہنچی,راز محبت اپنا کس سے چھپا رہا ہے,کاہے کا پاس اب تو رسوائی دور پہنچی راز محبت اپنا کس سے چھپا رہا ہے
گرد رہ اس کی یا رب کس اور سے اٹھے گی,سو سو غزال ہر سو آنکھیں لگا رہا ہے,گرد رہ اس کی یا رب کس اور سے اٹھے گی سو سو غزال ہر سو آنکھیں لگا رہا ہے
بندے تو طرحدار وہیں طرح کش تمہارے,پھر چاہتے ہو کیا تم اب اک خدا رہا ہے,بندے تو طرحدار وہیں طرح کش تمہارے پھر چاہتے ہو کیا تم اب اک خدا رہا ہے
دیکھ اس دہن کو ہر دم اے آرسی کہ یوں ہی,خوبی کا در کسو کے منہ پر بھی وا رہا ہے,دیکھ اس دہن کو ہر دم اے آرسی کہ یوں ہی خوبی کا در کسو کے منہ پر بھی وا رہا ہے
وے لطف کی نگاہیں پہلے فریب ہیں سب,کس سے وہ بے مروت پھر آشنا رہا ہے,وے لطف کی نگاہیں پہلے فریب ہیں سب کس سے وہ بے مروت پھر آشنا رہا ہے
اتنا خزاں کرے ہے کب زرد رنگ پر یاں,تو بھی کسو نگہ سے اے گل جدا رہا ہے,اتنا خزاں کرے ہے کب زرد رنگ پر یاں تو بھی کسو نگہ سے اے گل جدا رہا ہے
رہتے ہیں داغ اکثر نان و نمک کی خاطر,جینے کا اس سمیں میں اب کیا مزہ رہا ہے,رہتے ہیں داغ اکثر نان و نمک کی خاطر جینے کا اس سمیں میں اب کیا مزہ رہا ہے
اب چاہتا نہیں ہے بوسہ جو تیرے لب سے,جینے سے میرؔ شاید کچھ دل اٹھا رہا ہے,اب چاہتا نہیں ہے بوسہ جو تیرے لب سے جینے سے میرؔ شاید کچھ دل اٹھا رہا ہے
ہو عاجز کہ جسم اس قدر زور سے,نہ نکلا کبھو عہدۂ مور سے,ہو عاجز کہ جسم اس قدر زور سے نہ نکلا کبھو عہدۂ مور سے
بہت دور کوئی رہا ہے مگر,کہ فریاد میں ہے جرس شور سے,بہت دور کوئی رہا ہے مگر کہ فریاد میں ہے جرس شور سے
مری خاک تفتہ پر اے ابر تر,قسم ہے تجھے ٹک برس زور سے,مری خاک تفتہ پر اے ابر تر قسم ہے تجھے ٹک برس زور سے
ترے دل جلے کو رکھا جس گھڑی,دھواں سا اٹھا کچھ لب گور سے,ترے دل جلے کو رکھا جس گھڑی دھواں سا اٹھا کچھ لب گور سے
